ID,Name,Latitude,Longitude,BikesAvailable,EmptySlots,Installed,Locked,Temporary,UpdateTime
350,"Queen's Gate, Kensington Gardens",51.5017154373867,-0.1798541843891,17,2,true,false,false,10:30
349,"St. George Street, Mayfair",51.51196,-0.142783033,16,2,true,false,false,10:30
348,"Grosvenor Square, Mayfair",51.51217033,-0.150481272,17,0,true,false,false,10:30
347,"Lower Marsh, Waterloo",51.50013942,-0.113936001,5,12,true,false,false,10:30
345,"Flood Street, Chelsea",51.48802358,-0.166878535,10,7,true,false,false,10:30
344,"Goswell Road (City Uni), Finsbury",51.528246,-0.10102611,6,11,true,false,false,10:30
326,"Graham Street, Angel",51.53266186,-0.099981142,1,24,true,false,false,10:30
327,"New North Road 1, Hoxton",51.53114,-0.086016,9,13,true,false,false,10:30
324,"Ontario Street, Elephant & Castle",51.49652013,-0.101384068,1,14,true,false,false,10:30
325,"St. Martin's Street, West End",51.50908747,-0.129697889,15,3,true,false,false,10:30
322,"Palissy Street, Shoreditch",51.526293,-0.073955,4,22,true,false,false,10:30
323,"Clifton Street, Shoreditch",51.523196,-0.083067,20,3,true,false,false,10:30
320,"Queen Mother Sports Centre, Victoria",51.49357351,-0.139956043,11,13,true,false,false,10:30
321,"Bermondsey Street, Bermondsey",51.49785559,-0.081608045,11,13,true,false,false,10:30
334,"Concert Hall Approach 1, South Bank",51.505044,-0.115851,0,10,true,false,false,10:30
335,"Tavistock Street, Covent Garden",51.51196803,-0.120718759,11,21,true,false,false,10:30
332,"Nevern Place, Earl's Court",51.49334336,-0.194757949,7,13,true,false,false,10:30
333,"Palace Gardens Terrace, Notting Hill",51.50860544,-0.193764092,1,35,true,false,false,10:30
330,"Eastbourne Mews, Paddington",51.51641749,-0.179135079,0,34,true,false,false,10:30
331,"Bunhill Row, Moorgate",51.52085887,-0.089887855,30,0,true,false,false,10:30
328,"New North Road 2, Hoxton",51.53095,-0.085603,7,15,true,false,false,10:30
329,"Prince Albert Road, Regent's Park",51.53589283,-0.160854428,0,24,true,false,false,10:30
373,"Prince Consort Road, Knightsbridge",51.49980661,-0.176415994,17,1,true,false,false,10:30
372,"Sardinia Street, Holborn",51.515208,-0.117863,22,2,true,false,false,10:30
375,"Kensington Town Hall, Kensington",51.50194596,-0.194392952,10,8,true,false,false,10:30
374,"Waterloo Station 1, Waterloo",51.50402793,-0.11386435,10,23,true,false,false,10:30
368,"Harriet Street, Knightsbridge",51.50024195,-0.15934065,18,6,true,false,false,10:30
371,"King Edward Walk, Waterloo",51.49775,-0.10988,8,14,true,false,false,10:30
370,"Paddington Green, Paddington",51.520205,-0.174593,1,19,true,false,false,10:30
381,"Charlotte Street, Fitzrovia",51.51953043,-0.13577731,13,0,true,false,false,10:30
380,"Stanhope Gate, Mayfair",51.50686435,-0.150666888,9,12,true,false,false,10:30
383,"Frith Street, Soho",51.51310333,-0.13121385,15,3,true,false,false,10:30
382,"Farm Street, Mayfair",51.50935171,-0.14744969,8,7,true,false,false,10:30
377,"Waterloo Bridge, South Bank",51.50535447,-0.113656543,5,10,true,false,false,10:30
376,"Millbank House, Pimlico",51.49188409,-0.125674815,24,0,true,false,false,10:30
379,"Turquoise Island, Notting Hill",51.51431171,-0.200838199,1,19,true,false,false,10:30
378,"Natural History Museum, South Kensington",51.49559291,-0.179077626,15,26,true,false,false,10:30
356,"South Kensington Station, South Kensington",51.494412,-0.173881,12,1,true,false,false,10:30
357,"Howland Street, Fitzrovia",51.520994,-0.139016,30,0,true,false,false,10:30
358,"High Holborn , Covent Garden",51.51643491,-0.124332175,11,5,true,false,false,10:30
359,"Butler Place, Westminster",51.49782999,-0.135440826,18,0,true,false,false,10:30
352,"Vauxhall Street, Vauxhall",51.486965,-0.116625,10,9,true,false,false,10:30
353,"Greycoat Street , Westminster",51.49459148,-0.134234258,17,0,true,false,false,10:30
354,"Northumberland Avenue, Strand",51.506767,-0.123702,5,31,true,false,false,10:30
355,"Oval Way, Lambeth",51.486575,-0.117286,17,4,true,false,false,10:30
364,"Alfred Place, Bloomsbury",51.519656,-0.132339,25,15,true,false,false,10:30
365,"City Road, Angel",51.530344,-0.100168,2,43,true,false,false,10:30
366,"Millennium Hotel, Mayfair",51.5109192966489,-0.1511263847351,16,11,true,false,false,10:30
367,"Harrowby Street, Marylebone",51.5173721,-0.1642075,1,14,true,false,false,10:30
360,"Howick Place, Westminster",51.49675303,-0.138733562,24,2,true,false,false,10:30
361,"Waterloo Station 2, Waterloo",51.50391972,-0.11342628,8,42,true,false,false,10:30
362,"Royal College Street, Camden Town",51.536264,-0.133952,16,41,true,false,false,10:30
363,"Lord's, St. John's Wood",51.5291212008901,-0.171185284853,4,20,true,false,false,10:30
410,"Edgware Road Station, Paddington",51.519968,-0.169774,38,25,true,false,false,10:30
411,"Walworth Road, Southwark",51.49337264,-0.09968067,17,10,true,false,false,10:30
408,"Paddington Green Police Station, Paddington",51.51994326,-0.170704337,0,39,true,false,false,10:30
409,"Strata, Southwark",51.493146,-0.099828,1,20,true,false,false,10:30
412,"Cleaver Street, Kennington",51.488105,-0.110121,5,12,true,false,false,10:30
402,"Penfold Street, Marylebone",51.52289229,-0.171681991,3,11,true,false,false,10:30
403,"George Place Mews, Marylebone",51.51689296,-0.158249929,2,14,true,false,false,10:30
400,"George Street, Marylebone",51.517703,-0.154106,12,14,true,false,false,10:30
401,"Columbia Road, Weavers",51.528187,-0.075375,2,21,true,false,false,10:30
406,"Speakers' Corner 2, Hyde Park",51.512303,-0.159988,10,13,true,false,false,10:30
407,"Speakers' Corner 1, Hyde Park",51.51222,-0.160785,5,12,true,false,false,10:30
404,"Palace Gate, Kensington Gardens",51.50204238,-0.184400221,3,12,true,false,false,10:30
405,"Gloucester Road Station, South Kensington",51.49418566,-0.18267094,11,3,true,false,false,10:30
395,"Cadogan Gardens, Sloane Square",51.492462,-0.159919,15,0,true,false,false,10:30
394,"Aberdeen Place, St. John's Wood",51.524826,-0.176268,1,17,true,false,false,10:30
393,"Snow Hill, Farringdon",51.51733427,-0.103604248,15,0,true,false,false,10:30
392,"Imperial College, Knightsbridge",51.49942855,-0.179702476,20,0,true,false,false,10:30
399,"Brick Lane Market, Shoreditch",51.52261762,-0.071653961,2,22,true,false,false,10:30
398,"Holland Park, Kensington",51.502319,-0.200742,3,26,true,false,false,10:30
397,"Devonshire Terrace, Bayswater",51.51348,-0.17977,0,16,true,false,false,10:30
396,"Shouldham Street, Marylebone",51.51809,-0.163609,1,15,true,false,false,10:30
387,"Fire Brigade Pier, Vauxhall",51.49369988,-0.121394101,17,12,true,false,false,10:30
386,"Moor Street, Soho",51.51352755,-0.130110822,12,2,true,false,false,10:30
384,"Marloes Road, Kensington",51.496481,-0.192404,1,14,true,false,false,10:30
391,"Clifford Street, Mayfair",51.51066202,-0.142345694,27,0,true,false,false,10:30
390,"Buxton Street 1, Bangla Town",51.521776,-0.068856,1,40,true,false,false,10:30
389,"Upper Grosvenor Street, Mayfair",51.51013066,-0.155757901,7,11,true,false,false,10:30
388,"Southampton Street, Strand",51.51070161,-0.121723604,5,9,true,false,false,10:30
440,"Kennington Oval, Oval",51.483145,-0.113134,15,18,true,false,false,10:30
441,"Sail Street, Vauxhall",51.495656,-0.114605,10,12,true,false,false,10:30
442,"Walmer Road, Notting Hill",51.510101,-0.211358,3,21,true,false,false,10:30
443,"Philpot Street, Whitechapel",51.515256,-0.058641,8,22,true,false,false,10:30
444,"Bethnal Green Gardens, Bethnal Green",51.52568,-0.055312,2,21,true,false,false,10:30
445,"Cheshire Street, Bethnal Green",51.52388,-0.065076,0,25,true,false,false,10:30
446,"York Hall, Bethnal Green",51.528936,-0.055894,18,8,true,false,false,10:30
447,"Jubilee Crescent, Cubitt Town",51.493381,-0.007542,26,28,true,false,false,10:30
432,"Exhibition Road Museums, Knightsbridge",51.496957,-0.173894,18,4,true,false,false,10:30
433,"Wren Street, Holborn",51.524564,-0.116279,2,31,true,false,false,10:30
435,"Kennington Station, Kennington",51.488852,-0.105593,2,21,true,false,false,10:30
436,"Red Lion Street, Holborn",51.51824,-0.11655,36,0,true,false,false,10:30
437,"Vauxhall Walk, Vauxhall",51.488124,-0.120903,20,7,true,false,false,10:30
439,"Killick Street, Kings Cross",51.5338,-0.118677,4,18,true,false,false,10:30
425,"Harrington Square 2, Camden Town",51.533379,-0.139159,3,35,true,false,false,10:30
424,"Ebury Bridge, Pimlico",51.490491,-0.149186,1,28,true,false,false,10:30
427,"Cheapside, Bank",51.51397065,-0.09294031,25,14,true,false,false,10:30
426,"Vincent Street, Pimlico",51.493072,-0.129925,16,1,true,false,false,10:30
428,"Exhibition Road, South Kensington",51.499917,-0.174554,18,1,true,false,false,10:30
431,"Crinan Street, King's Cross",51.534474,-0.122203,4,15,true,false,false,10:30
430,"South Parade, Chelsea",51.48902,-0.17524,11,7,true,false,false,10:30
419,"Chelsea Bridge, Pimlico",51.485821,-0.149004,2,12,true,false,false,10:30
421,"Southwark Station 2, Southwark",51.504044,-0.104778,9,35,true,false,false,10:30
420,"Southwark Station 1, Southwark",51.504043,-0.105312,26,9,true,false,false,10:30
423,"Eaton Square (South), Belgravia",51.49456127,-0.15393398,14,15,true,false,false,10:30
478,"Stepney Green Station, Stepney",51.521889,-0.04667,13,5,true,false,false,10:30
479,"Pott Street, Bethnal Green",51.527152,-0.058005,0,20,true,false,false,10:30
476,"Stebondale Street, Cubitt Town",51.489096,-0.009205,25,4,true,false,false,10:30
477,"Spindrift Avenue, Millwall",51.49109,-0.018716,27,9,true,false,false,10:30
474,"Castalia Square, Cubitt Town",51.498125,-0.011457,26,13,true,false,false,10:30
475,"Lightermans Road, Millwall",51.499041,-0.020157,29,27,true,false,false,10:30
472,"Malmesbury Road, Bow",51.529452,-0.027616,6,14,true,false,false,10:30
473,"Millharbour, Millwall",51.496137,-0.019355,12,7,true,false,false,10:30
470,"Mostyn Grove, Bow",51.530535,-0.025492,4,41,true,false,false,10:30
471,"Hewison Street, Old Ford",51.533283,-0.028155,0,19,true,false,false,10:30
468,"Cantrell Road, Bow",51.521564,-0.022694,14,10,true,false,false,10:30
469,"Lindfield Street, Poplar",51.513757,-0.020467,19,23,true,false,false,10:30
466,"Whiston Road, Haggerston",51.534464,-0.076341,0,21,true,false,false,10:30
467,"Southern Grove, Bow",51.523538,-0.030556,3,14,true,false,false,10:30
464,"St. Mary and St. Michael Church, Stepney",51.51417,-0.052099,15,10,true,false,false,10:30
465,"Pitfield Street (North),Hoxton",51.53558,-0.08249,0,26,true,false,false,10:30
463,"Thurtle Road, Haggerston",51.534776,-0.071881,0,22,true,false,false,10:30
462,"Bonny Street, Camden Town",51.541603,-0.138853,1,44,true,false,false,10:30
461,"Aston Street, Stepney",51.516,-0.038775,11,15,true,false,false,10:30
460,"Burdett Road, Mile End",51.516196,-0.029138,24,8,true,false,false,10:30
459,"Gun Makers Lane, Old Ford",51.535179,-0.03338,8,9,true,false,false,10:30
458,"Wapping Lane, Wapping",51.504749,-0.057544,6,21,true,false,false,10:30
457,"Castlehaven Road, Camden Town",51.542138,-0.145393,0,29,true,false,false,10:30
456,"Parkway, Camden Town",51.538071,-0.144664,2,30,true,false,false,10:30
455,"East Ferry Road, Cubitt Town",51.49447,-0.014409,11,6,true,false,false,10:30
454,"Napier Avenue, Millwall",51.487679,-0.021582,0,20,true,false,false,10:30
453,"Garnet Street, Shadwell",51.508447,-0.055167,9,15,true,false,false,10:30
452,"St Katharines Way, Tower",51.505697,-0.070542,24,0,true,false,false,10:30
451,"Hermitage Court, Wapping",51.504719,-0.063531,4,12,true,false,false,10:30
450,"Jubilee Street, Stepney",51.515975,-0.053177,19,9,true,false,false,10:30
449,"Shadwell Station, Shadwell",51.511088,-0.057159,11,22,true,false,false,10:30
448,"Fishermans Walk West, Canary Wharf",51.50623,-0.02296,21,15,true,false,false,10:30
508,"Fournier Street, Whitechapel",51.519362,-0.074431,18,0,true,false,false,10:30
509,"Fore Street, Guildhall",51.517842,-0.090075,18,0,true,false,false,10:30
510,"Westferry DLR, Limehouse",51.509303,-0.025996,32,6,true,false,false,10:30
511,"Sutton Street, Shadwell",51.511066,-0.053558,9,24,true,false,false,10:30
504,"St John's Park, Cubitt Town",51.496454,-0.009506,25,5,true,false,false,10:30
505,"Ackroyd Drive, Bow",51.520398,-0.026768,20,7,true,false,false,10:30
506,"Bell Lane, Liverpool Street",51.517475,-0.075855,10,11,true,false,false,10:30
507,"Clarkson Street, Bethnal Green",51.528692,-0.059091,19,12,true,false,false,10:30
500,"Sidney Street, Stepney",51.519806,-0.055731,10,32,true,false,false,10:30
501,"Cephas Street, Bethnal Green",51.522561,-0.054883,7,17,true,false,false,10:30
502,"South Quay West, Canary Wharf",51.502635,-0.022702,26,34,true,false,false,10:30
503,"Cleveland Way, Bethnal Green",51.520893,-0.051394,27,8,true,false,false,10:30
496,"Devons Road, Bow",51.52512,-0.015578,12,25,true,false,false,10:30
497,"Coborn Street, Mile End",51.526535,-0.028619,27,0,true,false,false,10:30
498,"Bow Road Station, Bow",51.527058,-0.025296,22,20,true,false,false,10:30
499,"Furze Green, Bow",51.519265,-0.021345,11,24,true,false,false,10:30
492,"The Green Bridge, Mile End",51.524677,-0.03562,16,45,true,false,false,10:30
495,"Bow Church Station, Bow",51.528169,-0.018703,24,12,true,false,false,10:30
494,"South Quay East, Canary Wharf",51.50196,-0.016251,18,18,true,false,false,10:30
489,"Christian Street, Whitechapel",51.513074,-0.064094,2,32,true,false,false,10:30
488,"Reardon Street, Wapping",51.506946,-0.058681,0,22,true,false,false,10:30
491,"Queen Marys, Mile End",51.522507,-0.041378,25,18,true,false,false,10:30
490,"Pennington Street, Wapping",51.508622,-0.065006,25,20,true,false,false,10:30
485,"Old Ford Road, Bethnal Green",51.531127,-0.048017,14,9,true,false,false,10:30
484,"Bromley High Street, Bromley",51.528828,-0.013258,9,15,true,false,false,10:30
487,"Canton Street, Poplar",51.511811,-0.025626,10,13,true,false,false,10:30
486,"Granby Street, Shoreditch",51.525645,-0.069543,1,36,true,false,false,10:30
481,"Saunders Ness Road, Cubitt Town",51.487129,-0.009001,29,5,true,false,false,10:30
480,"Flamborough Street, Limehouse",51.5128711,-0.0389866,10,14,true,false,false,10:30
483,"Albert Gardens, Stepney",51.51328,-0.047784,2,31,true,false,false,10:30
482,"Thornfield House, Poplar",51.509843,-0.02377,16,10,true,false,false,10:30
550,"Harford Street, Mile End",51.521564,-0.039264,16,6,true,false,false,10:30
551,"Montgomery Square, Canary Wharf",51.503447,-0.016233,38,1,true,false,false,10:30
548,"Westminster Bridge Road, Elephant & Castle",51.498386,-0.107913,9,16,true,false,false,10:30
549,"Gaywood  Street, Elephant & Castle",51.49605,-0.104193,27,17,true,false,false,10:30
546,"New Fetter Lane, Holborn",51.517428,-0.107987,13,7,true,false,false,10:30
547,"East India DLR, Blackwall",51.509474,-0.002275,32,18,true,false,false,10:30
544,"Percival Street, Finsbury",51.526153,-0.102208,19,1,true,false,false,10:30
545,"Arlington Road, Camden Town",51.539957,-0.145246,11,12,true,false,false,10:30
558,"Page Street, Westminster",51.493978,-0.127554,23,0,true,false,false,10:30
559,"Abbotsbury Road, Holland Park",51.501391,-0.205991,13,11,true,false,false,10:30
556,"Heron Quays DLR, Canary Wharf",51.502661,-0.021596,21,6,true,false,false,10:30
557,"King Edward Street, St Pauls",51.51601,-0.0985,18,1,true,false,false,10:30
554,"Aberfeldy Street, Poplar",51.513548,-0.005659,14,2,true,false,false,10:30
555,"Westfield Eastern Access Road, Shepherd's Bush",51.509424,-0.219712,32,23,true,false,false,10:30
552,"Watney Street, Shadwell",51.511542,-0.056667,3,24,true,false,false,10:30
553,"Regent's Row , Haggerston",51.535678,-0.062546,4,14,true,false,false,10:30
566,"Westfield Ariel Way, White City",51.509158,-0.224103,38,4,true,false,false,10:30
565,"Selby Street, Whitechapel",51.521905,-0.063386,0,17,true,false,false,10:30
564,"Somerset House, Strand",51.509943,-0.117619,18,23,true,false,false,10:30
563,"Preston's Road, Cubitt Town",51.499286,-0.009152,19,6,true,false,false,10:30
562,"Bury Place, Holborn",51.51746,-0.12335,18,3,true,false,false,10:30
561,"Rectory Square, Stepney",51.518369,-0.043371,5,14,true,false,false,10:30
560,"Ladbroke Grove Central, Notting Hill",51.511624,-0.205921,0,21,true,false,false,10:30
574,"Eagle Wharf Road, Hoxton",51.53356,-0.09315,0,45,true,false,false,10:30
573,"Limerston Street, Chelsea",51.485587,-0.18119,12,6,true,false,false,10:30
572,"Greenland Road, Camden Town",51.539099,-0.141728,1,35,true,false,false,10:30
571,"Westfield Southern Terrace ,Shepherd's Bush",51.506256,-0.218337,17,12,true,false,false,10:30
570,"Upper Bank Street, Canary Wharf",51.503083,-0.017676,28,8,true,false,false,10:30
569,"Pitfield Street Central, Hoxton",51.53213,-0.08299,1,21,true,false,false,10:30
568,"Bishop's Bridge Road West, Bayswater",51.51616,-0.18697,0,18,true,false,false,10:30
516,"Chrisp Street Market, Poplar",51.5112,-0.014438,16,2,true,false,false,10:30
517,"Ford Road, Old Ford",51.532513,-0.033085,7,11,true,false,false,10:30
518,"Antill Road, Mile End",51.528224,-0.037471,8,21,true,false,false,10:30
519,"Teviot Street, Poplar",51.518811,-0.011662,22,11,true,false,false,10:30
512,"Pritchard's Road, Bethnal Green",51.532091,-0.06142,12,17,true,false,false,10:30
513,"Watney Market, Stepney",51.5142228,-0.055656,29,21,true,false,false,10:30
514,"Portman Square, Marylebone",51.516204,-0.155525,16,1,true,false,false,10:30
515,"Russell Gardens, Holland Park",51.500088,-0.211316,8,16,true,false,false,10:30
524,"Lancaster Gate , Bayswater",51.511654,-0.179668,6,32,true,false,false,10:30
525,"Churchill Place, Canary Wharf",51.504714,-0.014293,18,0,true,false,false,10:30
526,"Lancaster Drive, Blackwall",51.503143,-0.008428,18,9,true,false,false,10:30
527,"Hansard Mews, Shepherds Bush",51.503802,-0.215808,17,2,true,false,false,10:30
520,"Bancroft Road, Bethnal Green",51.526041,-0.047218,5,16,true,false,false,10:30
521,"Driffield Road, Old Ford",51.534137,-0.037366,4,15,true,false,false,10:30
522,"Clinton Road, Mile End",51.525941,-0.036017,8,27,true,false,false,10:30
523,"Langdon Park, Poplar",51.51549,-0.013475,18,5,true,false,false,10:30
533,"Wellington Row, Bethnal Green",51.528222,-0.069743,1,31,true,false,false,10:30
532,"Jubilee Plaza, Canary Wharf",51.50357,-0.020068,61,2,true,false,false,10:30
535,"Gloucester Avenue, Camden Town",51.537349,-0.147154,0,23,true,false,false,10:30
534,"Goldsmiths Row, Haggerston",51.531864,-0.066035,5,21,true,false,false,10:30
529,"Manresa Road, Chelsea",51.486892,-0.170983,15,2,true,false,false,10:30
528,"Clarges Street, West End",51.507326,-0.145827,16,0,true,false,false,10:30
531,"Twig Folly Bridge, Mile End",51.530326,-0.042744,3,17,true,false,false,10:30
530,"Newby Place, Poplar",51.508896,-0.012413,12,6,true,false,false,10:30
541,"Green Park Station, West End",51.506613,-0.142844,22,4,true,false,false,10:30
540,"Albany Street, Regent's Park",51.528302,-0.144466,0,25,true,false,false,10:30
543,"Lansdowne Walk, Notting Hill",51.509591,-0.204666,14,7,true,false,false,10:30
542,"Salmon Lane, Limehouse",51.514115,-0.033828,19,13,true,false,false,10:30
537,"Old Montague Street, Whitechapel",51.51793,-0.067937,2,16,true,false,false,10:30
536,"Queensbridge Road, Haggerston",51.53385,-0.06992,10,25,true,false,false,10:30
539,"Hoxton Station, Haggerston",51.531091,-0.075901,5,17,true,false,false,10:30
538,"Naval Row, Blackwall",51.508981,-0.00699,20,1,true,false,false,10:30
610,"Danvers Street, West Chelsea",51.48256792,-0.172078187,19,1,true,false,false,10:30
611,"Princedale Road , Holland Park",51.50646524,-0.208486599,15,5,true,false,false,10:30
608,"Colet Gardens, Hammersmith",51.491093,-0.216493,18,12,true,false,false,10:30
609,"Sugden Road, Battersea",51.46512358,-0.157788279,14,5,true,false,false,10:30
614,"Bradmead, Nine Elms",51.47817208,-0.144690541,38,2,true,false,false,10:30
615,"Finlay Street, Fulham",51.4768851,-0.215895601,11,6,true,false,false,10:30
612,"Wandsworth Rd, Isley Court, Wandsworth Road",51.46925984,-0.141812513,24,6,true,false,false,10:30
613,"Woodstock Grove, Shepherd's Bush",51.50403821,-0.217400093,20,4,true,false,false,10:30
618,"Eel Brook Common, Walham Green",51.47625965,-0.193254007,4,19,true,false,false,10:30
619,"Irene Road, Parsons Green",51.4737636,-0.197010096,37,6,true,false,false,10:30
616,"Aintree Street, Fulham",51.48102131,-0.209973497,1,23,true,false,false,10:30
617,"Elysium Place, Fulham",51.47107905,-0.207842908,4,17,true,false,false,10:30
622,"Lansdowne Road, Ladbroke Grove",51.50748124,-0.205535908,29,0,true,false,false,10:30
623,"Nantes Close, Wandsworth",51.46193072,-0.180791784,15,6,true,false,false,10:30
620,"Surrey Lane, Battersea",51.47518024,-0.167160736,14,13,true,false,false,10:30
621,"Wandsworth Town Station, Wandsworth",51.46086446,-0.187427294,30,3,true,false,false,10:30
627,"Holden Street, Battersea",51.4687905,-0.158230901,16,4,true,false,false,10:30
626,"Normand Park, Fulham",51.48438657,-0.20481514,1,22,true,false,false,10:30
625,"Queen's Circus, Battersea Park",51.47761941,-0.149551631,16,12,true,false,false,10:30
624,"Courland Grove, Wandsworth Road",51.4729184,-0.132102704,32,7,true,false,false,10:30
631,"Battersea Park Road, Nine Elms",51.4795017,-0.141770709,14,12,true,false,false,10:30
630,"Clarence Walk, Stockwell",51.47073264,-0.126994068,19,8,true,false,false,10:30
629,"Morie Street, Wandsworth",51.45995384,-0.190184054,23,3,true,false,false,10:30
628,"William Morris Way, Sands End",51.46881971,-0.184318843,23,3,true,false,false,10:30
635,"Greyhound Road, Hammersmith",51.48606206,-0.214428378,9,26,true,false,false,10:30
634,"Brook Green South, Brook Green",51.49434708,-0.215804559,11,22,true,false,false,10:30
633,"Vereker Road, West Kensington",51.48959104,-0.209378594,8,23,true,false,false,10:30
632,"Sheepcote Lane, Battersea",51.47053858,-0.163041605,13,14,true,false,false,10:30
639,"Coomer Place, West Kensington",51.48357068,-0.202038682,20,7,true,false,false,10:30
638,"Falcon Road, Clapham Junction",51.46663393,-0.169821175,8,17,true,false,false,10:30
637,"Spencer Park, Wandsworth Common",51.45787019,-0.174691623,18,7,true,false,false,10:30
636,"South Park, Sands End",51.46706414,-0.193502076,20,8,true,false,false,10:30
576,"Alpha Grove, Millwall",51.497304,-0.022793,14,9,true,false,false,10:30
577,"Globe Town Market, Bethnal Green",51.528869,-0.047548,17,3,true,false,false,10:30
578,"Hollybush Gardens, Bethnal Green",51.527607,-0.057133,11,21,true,false,false,10:30
579,"Queen Street 2, Bank",51.511246,-0.093051,36,0,true,false,false,10:30
580,"Doddington Grove, Kennington",51.48692917,-0.102996299,7,27,true,false,false,10:30
583,"Abingdon Green, Great College Street",51.497622,-0.125978,20,0,true,false,false,10:30
584,"Ilchester Gardens, Bayswater",51.51244,-0.19096,0,21,true,false,false,10:30
586,"Mudchute DLR, Cubitt Town",51.490645,-0.014582,19,12,true,false,false,10:30
587,"Monument Street, Monument",51.50964,-0.08497,21,1,true,false,false,10:30
588,"Hoxton Street, Hoxton",51.52959,-0.0801,6,21,true,false,false,10:30
589,"Drayton Gardens, Chelsea",51.487196,-0.179369,5,13,true,false,false,10:30
590,"Greenberry Street, St.John's Wood",51.53256,-0.16862,1,25,true,false,false,10:30
591,"Westfield Library Corner, Shepherd's Bush",51.506093,-0.2242237,6,21,true,false,false,10:30
593,"Northdown Street, King's Cross",51.531066,-0.11934,0,21,true,false,false,10:30
592,"Bishop's Bridge Road East, Bayswater",51.5171,-0.18377,3,16,true,false,false,10:30
595,"Hammersmith Road, Hammersmith",51.493267,-0.21985,19,1,true,false,false,10:30
594,"Kingsway Southbound, Strand",51.513875,-0.117774,22,11,true,false,false,10:30
597,"Fulham Park Road, Fulham",51.473471,-0.20782,21,6,true,false,false,10:30
596,"Parson's Green , Parson's Green",51.472817,-0.199783,14,6,true,false,false,10:30
599,"Manbre Road, Hammersmith",51.485743,-0.223616,22,4,true,false,false,10:30
598,"Southerton Road, Hammersmith",51.494499,-0.228188,22,16,true,false,false,10:30
601,"BBC White City, White City",51.514767,-0.225787,16,19,true,false,false,10:30
600,"South Lambeth Road, Vauxhall",51.481747,-0.124642,3,18,true,false,false,10:30
603,"Caldwell Street, Stockwell",51.477839,-0.116493,22,20,true,false,false,10:30
602,"Union Grove, Wandsworth Road",51.472993,-0.133972,35,9,true,false,false,10:30
605,"Seymour Place, Marylebone",51.520331,-0.163667,17,12,true,false,false,10:30
604,"St Martin's Close, Camden Town",51.538792,-0.138535,2,16,true,false,false,10:30
607,"Putney Bridge Station, Fulham",51.468814,-0.210279,13,6,true,false,false,10:30
606,"Addison Road, Holland Park",51.504199,-0.210941,7,19,true,false,false,10:30
687,"Maclise Road, Olympia",51.49760804,-0.21145598,6,20,true,false,false,10:30
686,"Beryl Road, Hammersmith",51.48814438,-0.222456468,7,18,true,false,false,10:30
685,"Osiers Road, Wandsworth",51.46067005,-0.198735357,10,20,true,false,false,10:30
684,"Neville Gill Close, Wandsworth",51.45475251,-0.195197203,28,3,true,false,false,10:30
683,"Dorothy Road, Clapham Junction",51.46506424,-0.163750945,19,8,true,false,false,10:30
682,"Crisp Road, Hammersmith",51.48810829,-0.22660621,34,11,true,false,false,10:30
681,"Bishop's Avenue, Fulham",51.47303687,-0.214749808,21,22,true,false,false,10:30
680,"Westbridge Road, Battersea",51.47768469,-0.170329317,9,18,true,false,false,10:30
679,"Orbel Street, Battersea",51.47453545,-0.170210533,8,17,true,false,false,10:30
678,"Esmond Street, Putney",51.46231278,-0.211468596,22,7,true,false,false,10:30
677,"Heath Road, Battersea",51.46866929,-0.146544642,18,8,true,false,false,10:30
676,"Hartington Road, Stockwell",51.47787084,-0.126874471,6,27,true,false,false,10:30
675,"Usk Road, Battersea",51.46348914,-0.182126248,25,4,true,false,false,10:30
674,"Carnegie Street, King's Cross",51.53546778,-0.11619105,0,39,true,false,false,10:30
673,"Hibbert Street, Battersea",51.46517078,-0.18038939,29,5,true,false,false,10:30
672,"Grant Road Central, Clapham Junction",51.4646884,-0.173656546,15,13,true,false,false,10:30
702,"Durant Street, Bethnal Green",51.52868155,-0.065550321,0,24,true,false,false,10:30
703,"St. Bride Street, Holborn",51.51505991,-0.10534448,14,10,true,false,false,10:30
700,"Battersea Church Road, Battersea",51.47696496,-0.174347066,18,4,true,false,false,10:30
701,"Vicarage Crescent, Battersea",51.47287627,-0.176267008,11,19,true,false,false,10:30
698,"Shoreditch Court, Haggerston",51.53908372,-0.070329419,2,33,true,false,false,10:30
699,"Belford House, Haggerston",51.5366541,-0.07023031,0,38,true,false,false,10:30
696,"Charing Cross Hospital, Hammersmith",51.48728535,-0.217995921,8,13,true,false,false,10:30
697,"Charlotte Terrace, Angel",51.53639219,-0.112721065,0,24,true,false,false,10:30
694,"Putney Rail Station, Putney",51.46071722,-0.216526155,9,9,true,false,false,10:30
695,"Islington Green, Angel",51.53638435,-0.102757578,0,20,true,false,false,10:30
692,"Cadogan Close, Victoria Park",51.54211855,-0.028941601,4,17,true,false,false,10:30
693,"Felsham Road, Putney",51.464786,-0.215618902,5,12,true,false,false,10:30
690,"Stanley Grove, Battersea",51.47047503,-0.152130083,13,11,true,false,false,10:30
691,"Erin Close, Walham Green",51.47946386,-0.195777222,10,14,true,false,false,10:30
688,"Northfields, Wandsworth",51.46095151,-0.20066766,18,10,true,false,false,10:30
689,"Spanish Road, Wandsworth",51.45922541,-0.180884959,21,9,true,false,false,10:30
653,"Simpson Street, Battersea",51.47084722,-0.17070367,12,13,true,false,false,10:30
652,"Evesham Street, Avondale",51.51148696,-0.218190203,28,1,true,false,false,10:30
